cve_id,description,published_date,cvss_score,vendor_raw,software_raw,vendor,software,software_version,operatig_system,source,reason,trigger,attacker_action,user_interaction,system_state,network_access,privilege,vulnerability_type,consequences
CVE-2020-8481,"For ABB products ABB Ability™ System 800xA and related system extensions versions 5.1, 6.0 and 6.1, Compact HMI versions 5.1 and 6.0, Control Builder Safe 1.0, 1.1 and 2.0, Symphony Plus -S+ Operations 3.0 to 3.2 Symphony Plus -S+ Engineering 1.1 to 2.2, Composer Harmony 5.1, 6.0 and 6.1, Melody Composer 5.3, 6.1/6.2 and SPE for Melody 1.0SPx (Composer 6.3), Harmony OPC Server (HAOPC) Standalone 6.0, 6.1 and 7.0, ABB Ability™ System 800xA/ Advant® OCS Control Builder A 1.3 and 1.4, Advant® OCS AC100 OPC Server 5.1, 6.0 and 6.1, Composer CTK 6.1 and 6.2, AdvaBuild 3.7 SP1 and SP2, OPCServer for MOD 300 (non-800xA) 1.4, OPC Data Link 2.1 and 2.2, Knowledge Manager 8.0, 9.0 and 9.1, Manufacturing Operations Management 1812 and 1909, confidential data is written in an unprotected file. An attacker who successfully exploited this vulnerability could take full control of the computer.",2020-04-29T01:30:56,9.8,ABB,Central Licensing System,ABB,"ABB Ability™ System 800xA and related system extensions, Compact HMI, Control Builder Safe, Symphony Plus -S+ Operations, Symphony Plus -S+ Engineering, Composer Harmony, Melody Composer, SPE for Melody, Harmony OPC Server (HAOPC) Standalone, Advant® OCS Control Builder A, Advant® OCS AC100 OPC Server, Composer CTK, AdvaBuild, OPCServer for MOD 300 (non-800xA), OPC Data Link, Knowledge Manager, Manufacturing Operations Management","5.1, 6.0, 6.1, 1.0, 1.1, 2.0, 3.0 to 3.2, 1.1 to 2.2, 5.1, 6.0, 6.1, 5.3, 6.1/6.2, 1.0SPx, 6.0, 6.1, 7.0, 1.3, 1.4, 5.1, 6.0, 6.1, 6.1, 6.2, 3.7 SP1, SP2, 1.4, 2.1, 2.2, 8.0, 9.0, 9.1, 1812, 1909",N/A,unprotected file,confidential data is written in an unprotected file,Confidential data written in an unprotected file,Exploit vulnerability to take full control of the computer,No,N/A,Local,High,Unprotected file vulnerability,Attacker could take full control of the computer
CVE-2020-8096,Untrusted Search Path vulnerability in Bitdefender High-Level Antimalware SDK for Windows allows an attacker to load third party code from a DLL library in the search path. This issue affects: Bitdefender High-Level Antimalware SDK for Windows versions prior to 3.0.1.204 .,2020-02-17T00:00:00,6.3,Bitdefender,High-Level Antimalware SDK for Windows,Bitdefender,High-Level Antimalware SDK for Windows,versions prior to 3.0.1.204,Windows,Search Path,Untrusted Search Path vulnerability,loading of third party code from a DLL library in the search path,load third party code from a DLL library,No,,Local,Authenticated,Untrusted Search Path vulnerability,Load third-party code potentially leading to arbitrary code execution
CVE-2020-15079,"In PrestaShop from version 1.5.0.0 and before version 1.7.6.6, there is improper access control in Carrier page, Module Manager and Module Positions. The problem is fixed in version 1.7.6.6",2020-07-02T16:45:24,6.4,PrestaShop,PrestaShop,PrestaShop,PrestaShop,from version 1.5.0.0 and before version 1.7.6.6,N/A,"Carrier page, Module Manager, and Module Positions",improper access control,,exploit improper access control in various sections,No,,Remote,Authentication required,Improper Access Control,Unauthorized access to sensitive areas leading to potential unauthorized actions
CVE-2020-7712,This affects the package json before 10.0.0. It is possible to inject arbritary commands using the parseLookup function.,2020-08-30T00:00:00,7.2,,json,,json,before 10.0.0,,parseLookup function,lack of input sanitization or validation,injecting arbitrary commands,inject arbitrary commands,No,,Local or Remote,Depends on the context the vulnerable function is used,Command Injection,Arbitrary command execution on the host system
CVE-2020-9410,"The report generator component of TIBCO Software Inc.'s TIBCO JasperReports Library, TIBCO JasperReports Library for ActiveMatrix BPM, TIBCO JasperReports Server, TIBCO JasperReports Server for AWS Marketplace, and TIBCO JasperReports Server for ActiveMatrix BPM contains a vulnerability that theoretically allows an attacker to exploit HTML injection to gain full control of a web interface containing the output of the report generator component with the privileges of any user that views the affected report(s). The attacker can theoretically exploit this vulnerability when other users view a maliciously generated report, where those reports use Fusion Charts and a data source with contents controlled by the attacker. Affected releases are TIBCO Software Inc.'s TIBCO JasperReports Library: versions 7.1.1 and below, versions 7.2.0 and 7.2.1, version 7.3.0, version 7.5.0, TIBCO JasperReports Library for ActiveMatrix BPM: versions 7.1.1 and below, TIBCO JasperReports Server: versions 7.1.1 and below, version 7.2.0, version 7.5.0, TIBCO JasperReports Server for AWS Marketplace: versions 7.5.0 and below, and TIBCO JasperReports Server for ActiveMatrix BPM: versions 7.1.1 and below.",2020-05-19T00:00:00,7.3,TIBCO Software Inc.,TIBCO JasperReports Library,TIBCO Software Inc.,"TIBCO JasperReports Library, TIBCO JasperReports Library for ActiveMatrix BPM, TIBCO JasperReports Server, TIBCO JasperReports Server for AWS Marketplace, TIBCO JasperReports Server for ActiveMatrix BPM","TIBCO JasperReports Library: versions 7.1.1 and below, versions 7.2.0 and 7.2.1, version 7.3.0, version 7.5.0; TIBCO JasperReports Library for ActiveMatrix BPM: versions 7.1.1 and below; TIBCO JasperReports Server: versions 7.1.1 and below, version 7.2.0, version 7.5.0; TIBCO JasperReports Server for AWS Marketplace: versions 7.5.0 and below; TIBCO JasperReports Server for ActiveMatrix BPM: versions 7.1.1 and below",N/A,report generator component,allows an attacker to exploit HTML injection,viewing a maliciously generated report,create a maliciously generated report,"Yes, when other users view the malicious report",reports that use Fusion Charts and a data source with contents controlled by the attacker,Remote,Depends on user privilege viewing the report,HTML injection,gain full control of a web interface with the privileges of any user that views the affected report(s)
CVE-2020-11072,"In SLP Validate (npm package slp-validate) before version 1.2.1, users could experience false-negative validation outcomes for MINT transaction operations. A poorly implemented SLP wallet could allow spending of the affected tokens which would result in the destruction of a user's minting baton. This has been fixed in slp-validate in version 1.2.1. Additonally, slpjs version 0.27.2 has a related fix under related CVE-2020-11071.",2020-05-12T00:45:12,8.6,simpleledger,slp-validate,SLP,slp-validate (npm package),before 1.2.1,N/A,validation logic for MINT transaction operations,false-negative validation outcomes,execution of MINT transaction operations with a poorly implemented SLP wallet,spending affected tokens with a poorly implemented SLP wallet,Yes,Using a poorly implemented SLP wallet,Local,Authenticated user performing transactions,Validation error,Destruction of a user's minting baton
CVE-2020-5246,"Traccar GPS Tracking System before version 4.9 has a LDAP injection vulnerability. It occurs when user input is being used in LDAP search filter. By providing specially crafted input, an attacker can modify the logic of the LDAP query and get admin privileges. The issue only impacts instances with LDAP configuration and where users can craft their own names. This has been patched in version 4.9.",2020-07-14T20:42:10,7.7,Traccar,Traccar,Traccar,GPS Tracking System,before version 4.9,N/A,LDAP search filter,User input is used in LDAP search filter,Providing specially crafted input,Modify the logic of the LDAP query to gain admin privileges,Yes,Instances with LDAP configuration and where users can craft their own names,Remote,Authenticated,LDAP injection,Attacker can gain admin privileges
CVE-2020-5205,"In Pow (Hex package) before 1.0.16, the use of Plug.Session in Pow.Plug.Session is susceptible to session fixation attacks if a persistent session store is used for Plug.Session, such as Redis or a database. Cookie store, which is used in most Phoenix apps, doesn't have this vulnerability.",2020-01-09T02:05:14,6.5,danschultzer,Pow,Pow,Pow (Hex package),before 1.0.16,N/A,Plug.Session in Pow.Plug.Session,susceptibility to session fixation attacks when a persistent session store is used,use of a persistent session store for Plug.Session,perform session fixation attacks,No,use a persistent session store for Plug.Session,Remote,Unauthenticated,Session fixation,Potential unauthorized access or session hijacking if a persistent session store is used
CVE-2020-35933,"A Reflected Authenticated Cross-Site Scripting (XSS) vulnerability in the Newsletter plugin before 6.8.2 for WordPress allows remote attackers to trick a victim into submitting a tnpc_render AJAX request containing either JavaScript in an options parameter, or a base64-encoded JSON string containing JavaScript in the encoded_options parameter.",2021-01-01T01:24:35,6.5,,,WordPress,Newsletter plugin,before 6.8.2,N/A,tnpc_render AJAX request,Improper input handling in AJAX requests,Submitting a tnpc_render AJAX request with malicious payload,Trick a victim into submitting malicious AJAX requests,Yes,,Remote,Authenticated,Reflected Authenticated Cross-Site Scripting (XSS),Execution of arbitrary JavaScript in the context of the user's session
CVE-2020-16969,"<p>An information disclosure vulnerability exists in how Microsoft Exchange validates tokens when handling certain messages. An attacker who successfully exploited the vulnerability could use this to gain further information from a user.</p> <p>To exploit the vulnerability, an attacker could include specially crafted OWA messages that could be loaded, without warning or filtering, from the attacker-controlled URL. This callback vector provides an information disclosure tactic used in web beacons and other types of tracking systems.</p> <p>The security update corrects the way that Exchange handles these token validations.</p>",2020-10-16T22:18:07,7.1,Microsoft,Microsoft Exchange Server 2019 Cumulative Update 6,Microsoft,Exchange,N/A,N/A,Token validation mechanism in Exchange,Improper validation of tokens when handling certain messages,Handling of certain messages with crafted OWA messages from attacker-controlled URL,Include specially crafted OWA messages loaded from attacker URL,No,,Remote,N/A,Information Disclosure,Gain further information from a user
CVE-2020-7880,The vulnerabilty was discovered in ActiveX module related to NeoRS remote support program. This issue allows an remote attacker to download and execute remote file. It is because of improper parameter validation of StartNeoRS function in ActiveX.,2021-11-30T18:47:59,7.5,douzone,NeoRS,NeoRS,NeoRS remote support program,N/A,N/A,"ActiveX module, StartNeoRS function",improper parameter validation of StartNeoRS function,remote attacker sends crafted parameters to StartNeoRS,download and execute remote file,No,ActiveX controls enabled,Remote,Unauthenticated,Remote Code Execution,Remote code execution by downloading and running arbitrary remote files
CVE-2020-14842,"Vulnerability in the BI Publisher product of Oracle Fusion Middleware (component: BI Publisher Security). Supported versions that are affected are 5.5.0.0.0, 11.1.1.9.0, 12.2.1.3.0 and 12.2.1.4.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise BI Publisher. Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in BI Publisher, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all BI Publisher accessible data as well as unauthorized update, insert or delete access to some of BI Publisher accessible data. CVSS 3.1 Base Score 8.2 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:L/A:N).",2020-10-21T14:04:28,8.2,Oracle Corporation,BI Publisher (formerly XML Publisher),Oracle,BI Publisher,"5.5.0.0.0, 11.1.1.9.0, 12.2.1.3.0 and 12.2.1.4.0",N/A,BI Publisher Security component,N/A,network access via HTTP,compromise BI Publisher by unauthorized access to data and data manipulation,"Yes, human interaction from a person other than the attacker is required",N/A,HTTP,None,Unauthenticated access vulnerability,"Unauthorized access to critical data, complete access to all BI Publisher accessible data, unauthorized update, insert or delete access to some of BI Publisher accessible data."
CVE-2020-7331,Unquoted service executable path in McAfee Endpoint Security (ENS) prior to 10.7.0 November 2020 Update allows local users to cause a denial of service and malicious file execution via carefully crafted and named executable files.,2020-11-10T00:00:00,7.8,"McAfee, LLC",McAfee Endpoint Security (ENS),McAfee,Endpoint Security (ENS),prior to 10.7.0 November 2020 Update,N/A,Unquoted service executable path,Allows local users to execute malicious files due to the unquoted path,Carefully crafted and named executable files,Place carefully crafted and named executable files in the path,No,,Local,Local access,Denial of Service and Malicious File Execution,Causes a denial of service and execution of malicious files
CVE-2020-5293,"In PrestaShop between versions 1.7.0.0 and 1.7.6.5, there are improper access controls on product page with combinations, attachments and specific prices. The problem is fixed in 1.7.6.5.",2020-04-20T16:55:17,6.5,PrestaShop,PrestaShop,PrestaShop,PrestaShop,between 1.7.0.0 and 1.7.6.5,N/A,"product page with combinations, attachments and specific prices",improper access controls,access to product pages with specific elements,gain improper access to product pages,No,,Remote,Unauthenticated or low privilege,Improper Access Controls,Unauthorized access to sensitive product configurations and data
CVE-2020-3341,"A vulnerability in the PDF archive parsing module in Clam AntiVirus (ClamAV) Software versions 0.101 - 0.102.2 could allow an unauthenticated, remote attacker to cause a denial of service condition on an affected device. The vulnerability is due to a stack buffer overflow read. An attacker could exploit this vulnerability by sending a crafted PDF file to an affected device. An exploit could allow the attacker to cause the ClamAV scanning process crash, resulting in a denial of service condition.",2020-05-12T00:00:00,7.5,Cisco,ClamAV,ClamAV,Clam AntiVirus,0.101 - 0.102.2,N/A,PDF archive parsing module,stack buffer overflow read,sending a crafted PDF file to an affected device,send a crafted PDF file,No,N/A,Remote,Unauthenticated,Denial of Service,"ClamAV scanning process crash, resulting in denial of service condition"
CVE-2020-16124,Integer Overflow or Wraparound vulnerability in the XML RPC library of OpenRobotics ros_comm communications packages allows unauthenticated network traffic to cause unexpected behavior. This issue affects: OpenRobotics ros_comm communications packages Noetic and prior versions. Fixed in https://github.com/ros/ros_comm/pull/2065.,2020-09-29T00:00:00,7.3,openrobotics,ros_comm ROS communications packages,OpenRobotics,ros_comm communications packages,Noetic and prior versions,N/A,XML RPC library,Integer Overflow or Wraparound,unauthenticated network traffic,send unauthenticated network traffic,No,,Remote,Unauthenticated,Integer Overflow or Wraparound,unexpected behavior
CVE-2020-1524,"An elevation of privilege vulnerability exists when the Windows Speech Shell Components improperly handle memory. To exploit this vulnerability, an attacker would first have to gain execution on the victim system. An attacker could then run a specially crafted application to elevate privileges. The security update addresses the vulnerability by correcting how the Windows Speech Shell Components handle memory.",2020-08-17T19:13:25,7.8,Microsoft,Windows 10 Version 1803,Microsoft,Windows Speech Shell Components,N/A,Windows,improper memory handling,The Windows Speech Shell Components improperly handle memory.,Attacker runs a specially crafted application,Gain execution on the victim system and run a specially crafted application,No,Attacker must have execution on the victim system,Local,Initial execution privilege is required,Elevation of Privilege,Attacker could elevate privileges on the system
CVE-2020-17127,Microsoft Excel Remote Code Execution Vulnerability,2020-12-09T23:36:48,7.8,Microsoft,Microsoft Excel 2010 Service Pack 2,Microsoft,Excel,N/A,N/A,N/A,N/A,N/A,Execute remote code,N/A,N/A,Remote,N/A,Remote Code Execution,Remote code execution on target system
CVE-2020-11023,"In jQuery versions greater than or equal to 1.0.3 and before 3.5.0, passing HTML containing <option> elements from untrusted sources - even after sanitizing it - to one of jQuery's DOM manipulation methods (i.e. .html(), .append(), and others) may execute untrusted code. This problem is patched in jQuery 3.5.0.",2020-04-29T00:00:00,6.9,jquery,jQuery,jQuery,jQuery,greater than or equal to 1.0.3 and before 3.5.0,N/A,Passing HTML containing <option> elements from untrusted sources to DOM manipulation methods,Execution of untrusted code via DOM manipulation methods,"Using DOM manipulation methods like .html(), .append()",Inject untrusted HTML containing <option> elements,No,,Local,Unauthenticated,Untrusted code execution,May execute untrusted code
CVE-2020-1626,"A vulnerability in Juniper Networks Junos OS Evolved may allow an attacker to cause a Denial of Service (DoS) by sending a high rate of specific packets to the device, resulting in a pfemand process crash. The pfemand process is responsible for packet forwarding on the device. By continuously sending the packet flood, an attacker can repeatedly crash the pfemand process causing a sustained Denial of Service. This issue can only be triggered by traffic sent to the device. Transit traffic does not cause this issue. This issue affects all version of Junos OS Evolved prior to 19.1R1-EVO.",2020-04-08T00:00:00,7.5,Juniper Networks,Junos OS Evolved,Juniper Networks,Junos OS Evolved,all versions prior to 19.1R1-EVO,,pfemand process,"Specific packets can crash the pfemand process, which is responsible for packet forwarding",Sending a high rate of specific packets to the device,Send a high rate of specific packets to the pfemand process,No,Traffic must be sent directly to the device,Network access to the device is required,Unauthenticated,Denial of Service (DoS),Sustained Denial of Service by repeatedly crashing the pfemand process
CVE-2020-1651,"On Juniper Networks MX series, receipt of a stream of specific Layer 2 frames may cause a memory leak resulting in the packet forwarding engine (PFE) on the line card to crash and restart, causing traffic interruption. By continuously sending this stream of specific layer 2 frame, an attacker connected to the same broadcast domain can repeatedly crash the PFE, causing a prolonged Denial of Service (DoS). This issue affects Juniper Networks Junos OS on MX Series: 17.2 versions prior to 17.2R3-S4; 17.2X75 versions prior to 17.2X75-D105.19; 17.3 versions prior to 17.3R3-S7; 17.4 versions prior to 17.4R1-S3, 17.4R2; 18.1 versions prior to 18.1R2. This issue does not affect Juniper Networks Junos OS releases prior to 17.2R1.",2020-07-08T00:00:00,6.5,Juniper Networks,Junos OS,Juniper Networks,Junos OS on MX Series,"17.2 versions prior to 17.2R3-S4; 17.2X75 versions prior to 17.2X75-D105.19; 17.3 versions prior to 17.3R3-S7; 17.4 versions prior to 17.4R1-S3, 17.4R2; 18.1 versions prior to 18.1R2",N/A,Layer 2 packet processing,receipt of a stream of specific Layer 2 frames causes a memory leak,receipt of a stream of specific Layer 2 frames,sending a stream of specific Layer 2 frames,No,attacker connected to the same broadcast domain,Local,Connected to the same Layer 2 domain,Denial of Service (DoS),"Packet Forwarding Engine (PFE) crash and restart, causing traffic interruption"
CVE-2020-7848,"The EFM ipTIME C200 IP Camera is affected by a Command Injection vulnerability in /login.cgi?logout=1 script. To exploit this vulnerability, an attacker can send a GET request that executes arbitrary OS commands via cookie value.",2021-02-17T13:29:52,8.0,EFM networks & multimedia,ipTIME C200 IP Camera,EFM,ipTIME C200 IP Camera,N/A,N/A,/login.cgi?logout=1 script,Vulnerable to command injection,GET request with arbitrary OS commands via cookie value,Send a crafted GET request,No,N/A,Remote,Unauthenticated,Command Injection,Execute arbitrary OS commands on the device
CVE-2020-8101,Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability in HTTP interface of ADT LifeShield DIY HD Video Doorbell allows an attacker on the same network to execute commands on the device. This issue affects: ADT LifeShield DIY HD Video Doorbell version 1.0.02R09 and prior versions.,2021-02-02T00:00:00,6.9,ADT,LifeShield DIY HD Video Doorbell,ADT LifeShield,DIY HD Video Doorbell,1.0.02R09 and prior versions,N/A,HTTP interface of the device,Improper Neutralization of Special Elements used in a Command,Same network access,Execute commands on the device,No,Device must be on the same network as the attacker,Local,Unauthenticated,Command Injection,Attacker can execute arbitrary commands on the device
CVE-2020-36163,"An issue was discovered in Veritas NetBackup and OpsCenter through 8.3.0.1. NetBackup processes using Strawberry Perl attempt to load and execute libraries from paths that do not exist by default on the Windows operating system. By default, on Windows systems, users can create directories under C:\. If a low privileged user on the Windows system creates an affected path with a library that NetBackup attempts to load, they can execute arbitrary code as SYSTEM or Administrator. This gives the attacker administrator access on the system, allowing the attacker (by default) to access all data, access all installed applications, etc. This affects NetBackup master servers, media servers, clients, and OpsCenter servers on the Windows platform. The system is vulnerable during an install or upgrade on all systems and post-install on Master, Media, and OpsCenter servers during normal operations.",2021-01-06T00:52:20,9.3,,,Veritas,NetBackup and OpsCenter,through 8.3.0.1,Windows,NetBackup processes using Strawberry Perl,NetBackup attempts to load and execute libraries from non-existent paths,creation of directories under C:\ with a library that NetBackup attempts to load,create an affected path with a malicious library and execute arbitrary code,No,"install or upgrade on all systems and post-install on Master, Media, and OpsCenter servers during normal operations",Local,Low privileged user,Arbitrary code execution,"Execute arbitrary code as SYSTEM or Administrator, access all data and applications"
CVE-2020-35820,"Certain NETGEAR devices are affected by stored XSS. This affects D7800 before 1.0.1.56, R7500v2 before 1.0.3.46, R7800 before 1.0.2.74, R8900 before 1.0.4.28, R9000 before 1.0.4.28, RAX120 before 1.0.0.78, RBK50 before 2.3.5.30, RBR50 before 2.3.5.30, RBS50 before 2.3.5.30, XR500 before 2.3.2.56, and XR700 before 1.0.1.10.",2020-12-29T23:33:17,6.1,,,NETGEAR,NETGEAR devices,"D7800 before 1.0.1.56, R7500v2 before 1.0.3.46, R7800 before 1.0.2.74, R8900 before 1.0.4.28, R9000 before 1.0.4.28, RAX120 before 1.0.0.78, RBK50 before 2.3.5.30, RBR50 before 2.3.5.30, RBS50 before 2.3.5.30, XR500 before 2.3.2.56, XR700 before 1.0.1.10",N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,stored XSS,N/A
CVE-2020-1632,"In a certain condition, receipt of a specific BGP UPDATE message might cause Juniper Networks Junos OS and Junos OS Evolved devices to advertise an invalid BGP UPDATE message to other peers, causing the other peers to terminate the established BGP session, creating a Denial of Service (DoS) condition. For example, Router A sends a specific BGP UPDATE to Router B, causing Router B to send an invalid BGP UPDATE message to Router C, resulting in termination of the BGP session between Router B and Router C. This issue might occur when there is at least a single BGP session established on the device that does not support 4 Byte AS extension (RFC 4893). Repeated receipt of the same BGP UPDATE can result in an extended DoS condition. This issue affects Juniper Networks Junos OS: 16.1 versions prior to 16.1R7-S6; 16.2 versions prior to 16.2R2-S11; 17.1 versions prior to 17.1R2-S11, 17.1R3-S2; 17.2 versions prior to 17.2R1-S9, 17.2R2-S8, 17.2R3-S3; 17.2X75 versions prior to 17.2X75-D105, 17.2X75-D110, 17.2X75-D44; 17.3 versions prior to 17.3R2-S5, 17.3R3-S7; 17.4 versions prior to 17.4R2-S8, 17.4R3; 18.1 versions prior to 18.1R3-S8; 18.2 versions prior to 18.2R2-S6, 18.2R3-S2; 18.2X75 versions prior to 18.2X75-D12, 18.2X75-D33, 18.2X75-D411, 18.2X75-D420, 18.2X75-D51, 18.2X75-D60; 18.3 versions prior to 18.3R1-S6, 18.3R2-S3, 18.3R3; 18.4 versions prior to 18.4R1-S5, 18.4R3; 18.4 version 18.4R2 and later versions; 19.1 versions prior to 19.1R1-S3, 19.1R2; 19.2 versions prior to 19.2R1-S2, 19.2R2. This issue does not affect Juniper Networks Junos OS prior to 16.1R1. This issue affects Juniper Networks Junos OS Evolved prior to 19.2R2-EVO.",2020-04-08T00:00:00,8.6,Juniper Networks,Junos OS,Juniper Networks,Junos OS and Junos OS Evolved,"Junos OS 16.1 versions prior to 16.1R7-S6; 16.2 versions prior to 16.2R2-S11; 17.1 versions prior to 17.1R2-S11, 17.1R3-S2; 17.2 versions prior to 17.2R1-S9, 17.2R2-S8, 17.2R3-S3; 17.2X75 versions prior to 17.2X75-D105, 17.2X75-D110, 17.2X75-D44; 17.3 versions prior to 17.3R2-S5, 17.3R3-S7; 17.4 versions prior to 17.4R2-S8, 17.4R3; 18.1 versions prior to 18.1R3-S8; 18.2 versions prior to 18.2R2-S6, 18.2R3-S2; 18.2X75 versions prior to 18.2X75-D12, 18.2X75-D33, 18.2X75-D411, 18.2X75-D420, 18.2X75-D51, 18.2X75-D60; 18.3 versions prior to 18.3R1-S6, 18.3R2-S3, 18.3R3; 18.4 versions prior to 18.4R1-S5, 18.4R3; 18.4 version 18.4R2 and later versions; 19.1 versions prior to 19.1R1-S3, 19.1R2; 19.2 versions prior to 19.2R1-S2, 19.2R2. Junos OS Evolved prior to 19.2R2-EVO",N/A,BGP UPDATE message processing,Receipt of a specific BGP UPDATE message might cause the device to advertise an invalid BGP UPDATE due to lack of support for 4 Byte AS extension,Receipt of a specific BGP UPDATE message,Send a specific BGP UPDATE message,No,At least a single BGP session established on the device that does not support 4 Byte AS extension,Remote,Unauthenticated,Denial of Service (DoS),"Other peers terminate the established BGP session, causing a Denial of Service condition."
CVE-2020-14775,Vulnerability in the MySQL Server product of Oracle MySQL (component: InnoDB). Supported versions that are affected are 5.7.31 and prior and 8.0.21 and prior. Easily exploitable vulnerability allows low privileged attacker with network access via multiple protocols to compromise MySQL Server. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server. CVSS 3.1 Base Score 6.5 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H).,2020-10-21T14:04:24,6.5,Oracle Corporation,MySQL Server,Oracle,MySQL Server,"5.7.31 and prior, 8.0.21 and prior",N/A,InnoDB component,Unknown,Network access via multiple protocols,Compromise MySQL Server,No,,Network,Low,Denial of Service (DOS),Unauthorized ability to cause a hang or frequently repeatable crash of MySQL Server
CVE-2020-12521,On Phoenix Contact PLCnext Control Devices versions before 2021.0 LTS a specially crafted LLDP packet may lead to a high system load in the PROFINET stack. An attacker can cause failure of system services or a complete reboot.,2020-12-17T00:00:00,6.5,Phoenix Contact,AXC F 1152 (1151412),Phoenix Contact,PLCnext Control Devices,versions before 2021.0 LTS,N/A,PROFINET stack,processing of a specially crafted LLDP packet,specially crafted LLDP packet,send a specially crafted LLDP packet,No,N/A,Network access to the device,No authentication required,Denial of Service,"High system load, failure of system services or a complete reboot"
CVE-2020-14679,Vulnerability in the Oracle CRM Technical Foundation product of Oracle E-Business Suite (component: Preferences). Supported versions that are affected are 12.1.3 and 12.2.3-12.2.9. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle CRM Technical Foundation. Successful attacks of this vulnerability can result in unauthorized ability to cause a hang or frequently repeatable crash (complete DOS) of Oracle CRM Technical Foundation. CVSS 3.1 Base Score 7.5 (Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H).,2020-07-15T17:34:33,7.5,Oracle Corporation,CRM Technical Foundation,Oracle,Oracle CRM Technical Foundation,12.1.3 and 12.2.3-12.2.9,N/A,component: Preferences,unknown,network access via HTTP,compromise Oracle CRM Technical Foundation,No,,Remote,None,Denial of Service (DOS),Unauthorized ability to cause a hang or frequently repeatable crash
CVE-2020-26214,"In Alerta before version 8.1.0, users may be able to bypass LDAP authentication if they provide an empty password when Alerta server is configure to use LDAP as the authorization provider. Only deployments where LDAP servers are configured to allow unauthenticated authentication mechanism for anonymous authorization are affected. A fix has been implemented in version 8.1.0 that returns HTTP 401 Unauthorized response for any authentication attempts where the password field is empty. As a workaround LDAP administrators can disallow unauthenticated bind requests by clients.",2020-11-06T17:50:17,9.1,alerta,alerta,Alerta,Alerta,before 8.1.0,N/A,LDAP as the authorization provider,LDAP servers are configured to allow unauthenticated authentication mechanism,Users provide an empty password,Bypass LDAP authentication,No,LDAP is configured to allow unauthenticated authentication mechanism for anonymous authorization,Remote,Unauthenticated,Authentication Bypass,Unauthorized access to the system
